,CoRE_name,refcode,doi,flag,Df,Di,Dif,GPOAV,GPONAV,GPOV,GSA,POAV,POAV_vol_frac,PONAV,PONAV_vol_frac,VPOV,VSA,cell_v,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,filename,0
1072,TAQGEZ_clean,TAQGEZ,10.1039/c0ce00961j,1,8.25863,8.38886,8.38886,0.616144,0,0.616144208,1813.31,736.736,0.5713,0,0,0.5713,1681.33,1289.58,173.549,346.7232,867.1554,1128.9344,5970,13080,21706,13104,20,48,108,128,160,504,920,528,15.341,42.9816,88.121,86.52,2.8561,31.2312,43.9569,37.7884,2304,2976,4992,2496,1,6,9,8,36,96,156,120,2.1904,7.3704,11.0704,8.9984,0,-8.34,-10.8,-8.84,0,226,328,332,0,0,0,0,0,20,28,28,0,3.9,5.84,5.76,145.3128,321.8352,454.7412,431.083,684,1548,2076,1660,20,44,64,66,108,264,372,346,9.7908,23.1356,32.4064,29.5458,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,6,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,26.2352,15.504,49,91,140,84,1,2,3,2,4,10,14,12,0.5625,1.14,1.7025,1.155,54.76,138.38,193.14,167.24,0,0.49,0.49,0.98,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3.9,-3.9,-7.8,TAQGEZ_clean.cif,
1073,TAQGUQ_clean,TAQGUQ,10.1021/acs.cgd.6b01881,1,2.67666,4.82822,4.82021,0,0.0358016,0.03580164,0,0,0,93.6585,0.0464,0.0464,0,2018.5,133.5328,241.3056,495.9408,769.3184,2557,4584,8492,7440,18,36,64,102,100,272,388,344,13.4053,27.896,48.6004,66.4952,3.0152,19.5456,18.78213333,43.23306667,627,652,1680,1152,1,3.333333333,4.666666667,9,14.66666667,37.33333333,66.66666667,86.66666667,1.604466667,3.109333333,5.796066667,7.295066667,0,-4.96,-1.786666667,-8.026666667,0,60.66666667,56,187.6666667,0,0,0,0,0,6.666666667,8,20,0,1.753333333,1.306666667,5.603333333,245.3332,546.516,891.11,1053.217,838,2016,2864,3376,42,88,148,174,236,576,820,1054,15.721,39.732,59.3748,72.2918,9.2416,15.504,28.88,21.128,49,84,98,56,1,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0,0.98,2.66,2.17,0,2,14,13,0,0,0,0,0,-2,0,1,0,-0.04,0.72,0.74,0,-7.8,-2.01422,1.88578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAQGUQ_clean.cif,
1074,TAVCIF_clean,TAVCIF,10.1021/acs.inorgchem.6b02518,1,2.64563,4.70191,4.67221,0,0.0652964,0.065296309,0,0,0,250.628,0.0831,0.0831,0,3015.98,83.8879,139.872,202.3112,299.472,1342,2328,2978,1632,11,20,28,36,48,112,126,88,7.4643,14.6236,21.0468,20.482,2.7225,21.384,25.245,51.117,900,900,1080,1680,1,4,6,12,16,40,72,96,1.7161,3.8776,6.0522,9.9036,0,-6.36,-5.4,-11.18,0,90,144,304,0,0,0,0,0,6,6,24,0,2.28,3.24,8.16,196.1581,405.223,622.8748,757.247,817,1708,2398,2348,29,60,92,116,152,372,508,530,12.3629,29.0148,41.5268,45.8856,10.5376,12.138,24.7428,19.336,56.5,66,105,76,1,1.5,3,2.5,2.5,7.5,10,8,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0,0.935,1.775,1.975,0,2,8,8.5,0,0,0,0,0,-2,-1,-1.5,0,-0.04,0.34,0.33,0,-6.9,-4.00711,-5.05711,10.4512,15.92933333,28.47354667,35.32746667,56,70.93333333,153.0666667,127.4666667,1,2.066666667,3.066666667,4.666666667,5.266666667,12.6,18.4,22.53333333,0.548686667,1.026313333,1.719,2.03668,42.314,134.9313941,177.8306667,255.7936133,0,1.386,0.700666667,3.62,0,5.2,1.466666667,16.8,0,0,0,0,0,0.133333333,-0.4,1.333333333,0,0.162666667,-0.029333333,0.730666667,0,-5.417125333,-5.36,-6.788501333,TAVCIF_clean.cif,
1075,TAVQEN_clean,TAVQEN,10.1021/jp050763e,-1,2.97782,4.08608,4.08154,0,0.0370607,0.037060619,0,0,0,64.7167,0.0681,0.0681,0,950.319,99.51073333,156.5221333,401.0531333,340.3429333,1670.666667,2701.333333,4124,5474.666667,12,24,40,45.33333333,65.33333333,165.3333333,208,165.3333333,10.53846667,20.45066667,30.40633333,35.688,2.5921,28.5614,15.39965,71.9992,169,533,864.5,1352,1,5,4.5,13,26,52,98,132,1.5876,4.5738,6.1362,11.9574,0,-9.69,-2.32,-23.79,0,24,-8,65,0,0,0,0,0,16,4,40,0,2.67,0.8,6.89,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,11.8336,7.5336,35.5008,0,64,120,192,0,1,1,3,0,1,4,3,0,0.5329,0.7738,1.5987,0,28.09,132.5,84.27,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-3,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,30.1344,0,0,225,480,0,0,1,4,0,0,16,16,0,0,1.1236,3.0952,0,0,625,530,0,0,0,-5,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,1.32,0,0,0,78.8,0,0,TAVQEN_clean.cif,
1076,TAWYUO_clean,TAWYUO,10.1002/ejic.201601100,-1,6.45051,7.28513,7.26017,0.229248,0.111359,0.340607019,775.088,1027.89,0.2106,499.302,0.1023,0.3129,712.037,4880.76,139.1288,231.168,398.6608,466.464,2528,4608,4672,4224,16,32,44,56,76,176,208,208,11.2528,24.2944,31.0604,34.6312,2.7225,22.704,16.83,39.534,900,960,720,1680,1,4,4,8,16,32,48,88,1.7161,3.8252,4.0348,7.86,0,-7.16,-3.6,-10.76,0,88,96,184,0,0,0,0,0,8,4,10,0,2.32,2.16,4.48,500.3124,1048.968,1762.7526,2146.8702,1905,4140,6138,7032,78,162,276,330,438,1068,1488,1866,30.6582,74.9826,113.4588,138.5946,11.8336,8.772,20.6056,26.9696,64,48,112,80,1,1,2,3,1,3,5,4,0.5329,0.5621,1.095,1.0731,28.09,59.89,87.98,75.865366,0,0.89,0.89,2.48,0,2,2,14,0,0,0,0,0,-2,-3,-1,0,-0.04,-0.04,0.72,0,-6,-6,1.58578,11.8336,14.0352,33.11344,44.59616,64,76.8,140.8,176,1,1.6,3.8,4.8,2.8,9.6,15.2,13.6,0.5329,0.89936,1.7739,2.06736,28.09,95.824,171.6592196,164.587366,0,1.424,3.446,3.548,0,3.2,12.8,16.4,0,0,0,0,0,-2.6,-1.8,0.8,0,-0.064,0.344,0.672,0,-9.6,-12.248532,-5.61422,TAWYUO_clean.cif,
1077,TEDXOR_clean,TEDXOR,10.1002/zaac.201100390,1,3.90174,4.80277,4.80175,0.127904,0,0.127904276,357.08,698.706,0.1597,0,0,0.1597,445.848,4375.12,167.9542,304.784,474.5552,524.5312,3043,5280,5288,5760,19,40,52,64,92,208,252,288,13.6492,29.638,36.4568,41.6976,3.5344,21.55733333,15.98,37.53733333,729,720,540,1260,1,3.333333333,3.333333333,6.666666667,11.33333333,22.66666667,34,54.66666667,1.5876,3.066,3.234,6.3,0,-5.2,-2.233333333,-7.433333333,0,63.33333333,70,133.3333333,0,0,0,0,0,4.666666667,1.333333333,6.666666667,0,1.766666667,1.633333333,3.4,176.4369,345.321,573.1154,708.237,687,1356,2048,2208,26.66666667,53.33333333,90,112.6666667,143.3333333,352,502.6666667,580.6666667,10.55466667,24.59893333,36.9546,45.36326667,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,7.889066667,5.848,13.73706667,11.696,42.66666667,32,74.66666667,64,0.666666667,0.666666667,1.333333333,1.333333333,0.666666667,2,2.666666667,4,0.355266667,0.374733333,0.73,0.749466667,18.72666667,39.92666667,58.65333333,79.85333333,0,0.593333333,0.593333333,1.186666667,0,1.333333333,1.333333333,2.666666667,0,0,0,0,0,-1.333333333,-1.333333333,-2.666666667,0,-0.026666667,-0.026666667,-0.053333333,0,-4,-4,-8,TEDXOR_clean.cif,
1078,TEQPAI_clean,TEQPAI,10.1039/c2cc36894c,1,3.70386,6.00734,5.68806,0,0.267832,0.267832397,0,0,0,1850.88,0.3189,0.3189,0,5803.96,191.9082,363.264,740.5822,830.76,4584,8256,18088,18336,22,52,86,118,138,372,624,732,16.8166,41.0552,70.4954,92.345,2.7225,21.285,19.738125,59.816625,900,900,3195,2535,1,3.75,5.75,11.25,14.25,36,73.5,94,1.7161,3.586125,7.922225,10.902475,0,-6.7125,-2.475,-17.69,0,82.5,66,253,0,0,0,0,0,4.75,2.25,17.25,0,2.175,1.485,6.415,154.7122,307.173,504.2362,510.8256,1134,1872,3324,3568,22,46,76,76,122,294,414,444,10.9628,24.871,38.611,40.9456,11.8336,8.772,20.6056,17.6472,64,48,112,176,1,1,2,2,1,3,4,5,0.5329,0.5621,1.095,1.3067,28.09,59.89,87.98,162.71,0,0.89,0.89,1.75,0,2,2,-6,0,0,0,0,0,-2,-2,-3,0,-0.04,-0.04,-0.33,0,-6,-6,-20.1,7.001546667,12.8656,26.00754667,36.16472,243.2,182.4,515.2,519.4666667,1,1.933333333,3.866666667,4.8,3.8,11.4,20.8,22.73333333,1.006566667,1.503553333,3.24316,3.676153333,353.142,413.2033333,970.9506667,816.594,0,0.115333333,0.143333333,-1.404666667,0,18.8,28.13333333,42.53333333,0,0,0,0,0,-2,-2.933333333,-2.066666667,0,0.464,0.697333333,1.219333333,0,14.72,22.28,47.66,TEQPAI_clean.cif,
1079,TEQVAO_manual,TEQVAO,10.1039/c2nj40752c,1,3.52951,4.70544,4.70544,0,0.0692014,0.069201553,0,0,0,409.987,0.0829,0.0829,0,4945.56,250.2348,443.6224,878.1184,1005.0304,3400,6912,8128,9984,28,64,96,128,160,384,512,640,20.566,49.5232,67.3696,85.4976,2.2193,20.3648,15.096,35.4608,522,672,504,1176,1,4,4,8,16,32,48,80,1.8241,3.942,4.158,8.1,0,-7.84,-4.28,-12.12,0,52,60,112,0,0,0,0,0,8,4,12,0,2.48,2.32,4.8,134.8969,254.541,403.5904,459.357,586,1104,1618,1632,19,38,60,70,98,234,316,334,8.2891,18.5878,26.8076,29.9222,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEQVAO_manual.cif,
1080,TEZKAM_clean,TEZKAM,10.1002/asia.201201081,1,4.52304,6.18548,6.1378,0.266451,0,0.266451786,896.349,1948.66,0.2976,0,0,0.2976,1001.13,6547.91,233.6789,428.832,925.1556,1176.624,3926,8088,10032,11448,27,60,102,144,162,408,564,696,18.5971,44.9916,69.9966,90.588,2.7225,26.048,22.44,49.984,900,1100,960,1960,1,4.666666667,5.333333333,10.66666667,22.66666667,48,76,121.3333333,1.7161,4.4802,5.379733333,9.8512,0,-8.086666667,-4.8,-12.69333333,0,103.3333333,128,254.6666667,0,0,0,0,0,12.66666667,9.333333333,25.33333333,0,2.693333333,2.88,6.453333333,171.46535,351.186,552.5378,663.8135,711.5,1488,2135,2228,26,54,85,106,139,342,481,528,11.1162,26.257,38.4541,43.8476,11.4016,9.894,21.98466667,18.31866667,61.5,54,109.6666667,95.16666667,1,1.166666667,2.333333333,2.166666667,1.5,4.5,6,7.666666667,0.537833333,0.660916667,1.1975,1.175583333,32.535,77.78166667,112.307538,133.248769,0,0.905,1.185,1.786666667,0,2,4,4.666666667,0,0,0,0,0,-2,-1.666666667,-3.666666667,0,-0.04,0.086666667,-0.01,0,-6.3,-5.335703333,-10.81785167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEZKAM_clean.cif,
1081,TIGQUX_clean,TIGQUX,10.1039/c2dt12106a,1,2.95324,6.5887,6.5822,0,0.236891,0.236891154,0,0,0,852.962,0.3635,0.3635,0,2346.52,68.62423333,99.98933333,167.2904,180.8064,1311.111111,1756.444444,2261.333333,2880,9,16,20,24,36,80,80,48,8.404988889,13.97057778,17.69204444,18.5712,2.105433333,19.86026667,12.6436,59.5808,155.1111111,398.2222222,746.6666667,1194.666667,1,4,4,12,16,32,64,96,1.778988889,3.890088889,5.648622222,11.67026667,0,-7.986666667,-2.986666667,-23.96,0,17.77777778,-10.22222222,53.33333333,0,0,0,0,0,8,0,24,0,2.408888889,1.088888889,7.226666667,52.1305,60.2688,142.0032,0,481,960,768,0,5,8,12,0,20,32,12,0,3.2552,6.1904,6.3948,0,11.8336,7.5336,35.5008,0,64,120,192,0,1,1,3,0,1,4,3,0,0.5329,0.7738,1.5987,0,28.09,132.5,84.27,0,0,1.25,0,0,0,-7,0,0,0,0,0,0,0,-3,0,0,0,-0.33,0,0,0,-19.7,0,0,4.7961,30.1344,0,0,225,480,0,0,1,4,0,0,16,16,0,0,1.1236,3.0952,0,0,625,530,0,0,0,-5,0,0,0,28,0,0,0,0,0,0,0,12,0,0,0,1.32,0,0,0,78.8,0,0,TIGQUX_clean.cif,
1082,TIKXER_clean,TIKXER,10.1021/cg060836z,-1,2.55371,3.09349,3.08016,0,0,0,0,0,0,0,0,0,0,1607.78,117.8163333,212.8556667,727.5661333,727.2341333,3829.333333,7397.333333,11223.33333,8469.333333,14,32.66666667,76,88,112.6666667,334,562.6666667,536,10.30073333,27.73833333,53.32113333,55.70813333,2.525,24.352,22.65,42.746,2405,2471,3844.5,3430,1,5.5,6.5,10.5,42.5,96,160.5,151,2.3634,6.5538,8.7108,11.2524,0,-11.22,-6.7,-14.68,0,269.5,274,463.5,0,0,0,0,0,29.5,22,43.5,0,4.905,4.86,9.335,80.969,145.061,213.7469333,213.9376,374,664,893.3333333,760,10.66666667,20.66666667,29.33333333,30.66666667,50,114,136,114.6666667,4.928,10.40526667,13.72133333,12.49506667,11.20523636,10.404,22.61151515,20.08281212,60.36363636,56.72727273,108.6060606,95.03030303,1,1.242424242,2.484848485,2.242424242,1.727272727,5.181818182,6.909090909,5.878787879,0.540075758,0.705833333,1.244090909,1.110284848,34.55545455,85.91424242,123.3655098,109.8394492,0,0.911818182,1.319090909,1.389090909,0,2,4.909090909,5.090909091,0,0,0,0,0,-2,-1.515151515,-1.696969697,0,-0.04,0.144242424,0.140606061,0,-6.436363636,-5.033750303,-5.36102303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TIKXER_clean.cif,
1083,TILHAZ_clean,TILHAZ,10.1039/C3NJ00812F,1,4.63235,7.88517,7.50603,0.470445,0,0.470445239,1682.93,2538.05,0.4722,0,0,0.4722,1689.21,5374.95,510.9904,1130.5216,2996.128,3597.9648,8456,22080,38448,45696,56,152,312,448,496,1544,2696,3336,39.24,116.9168,218.124,303.3296,3.5344,35.5696,31.0388,82.1748,729,1188,2268,2754,1,5.5,7,14,30.5,77.5,142.5,224.5,1.5876,5.0589,8.0262,13.1292,0,-8.58,-3.35,-17.39,0,104.5,105,276,0,0,0,0,0,16.5,12.5,35.5,0,2.915,2.45,7.22,125.0694,224.961,387.7704,481.079,480,840,1128,896,18,34,60,78,94,232,276,240,6.7842,14.9842,21.5836,22.499,11.8336,8.772,20.6056,23.908,64,48,112,64,1,1,2,3,1,3,5,6,0.5329,0.5621,1.095,1.1023,28.09,59.89,87.98,107.665366,0,0.89,0.89,3.37,0,2,2,16,0,0,0,0,0,-2,-3,-3,0,-0.04,-0.04,0.68,0,-6,-6,-4.41422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TILHAZ_clean.cif,
1084,TIQGOQ_clean,TIQGOQ,10.1021/cm070930i,1,3.45527,4.96613,4.96613,0,0.0602268,0.060226809,0,0,0,180.855,0.0974,0.0974,0,1856.83,178.3702333,293.3504,983.3456,1082.676267,3822,8801.333333,13461.33333,16605.33333,21,57.33333333,113.3333333,144,216,790.6666667,1100,960,20.9366,62.38973333,107.9892,121.6896,0.9369,20.7552,13.39148571,51.83674286,652.8571429,1132.571429,1344.571429,2151.428571,1,6.285714286,6.857142857,17.14285714,40,114.2857143,198.8571429,260.5714286,2.481914286,7.714685714,12.85571429,20.24548571,0,-15.18285714,-6.851428571,-37.74285714,0,66.85714286,48.57142857,173.1428571,0,0,0,0,0,21.71428571,11.42857143,66.28571429,0,5.051428571,2.622857143,14.09142857,180.41808,340.81808,585.68096,661.36976,1306,2675.6,3094.4,3134.4,22.8,46.8,76.8,92.8,123.6,302.8,422.4,464,11.76756,26.77428,39.6128,44.40096,11.5696,9.576365714,22.69810286,20.64,96.14285714,126.3142857,123.4285714,101.4857143,1,1,2.228571429,2.4,1,3.228571429,4.628571429,6.514285714,0.596785714,0.710665714,1.222645714,1.248925714,54.52857143,96.77714286,100.7605714,131.3923485,0,0.579428571,1.068,2.256,0,-3.771428571,2.4,6.514285714,0,0,0,0,0,-2.228571429,-2.4,-4.114285714,0,-0.156,-0.048,0.041142857,0,-7.971428571,-7.2,-12.07100914,8.24042449,17.74995918,22.47203265,21.78308571,98.20408163,198.8571429,144.244898,126.122449,0.857142857,2.081632653,2.571428571,2.93877551,6.489795918,12.48979592,15.06122449,18.12244898,0.588306122,1.429861224,1.474934694,1.539036735,115.8991837,217.56,219.6141096,264.9039419,0,-0.166530612,0.907346939,1.506122449,0,5.632653061,7.836734694,17.14285714,0,0,0,0,0,1.836734694,0.244897959,1.469387755,0,0.162857143,0.186122449,0.587755102,0,5.767346939,-0.393577959,6.360382041,TIQGOQ_clean.cif,
1085,TIQHAD_clean,TIQHAD,10.1021/cm070930i,1,3.41905,4.94141,4.94141,0,0.0569572,0.056957028,0,0,0,168.336,0.0909,0.0909,0,1851.88,237.5699,372.8176,1419.4402,1513.2856,4671.5,10156,16762,20886,26,68,152,206,244,800,1366,1560,22.9978,68.5092,129.5724,172.3606,0.947057143,21.02194286,13.49571429,54.82817143,688.8571429,1094.285714,1360.571429,2226,1,6.285714286,6.857142857,18,40,100.5714286,198.8571429,270.8571429,2.4673,7.459371429,12.83,21.0474,0,-15.30857143,-6.817142857,-39.90571429,0,74.28571429,50.85714286,182.8571429,0,0,0,0,0,24,11.42857143,69.71428571,0,5.165714286,2.588571429,14.8,220.5298,421.0298,732.1012,826.7122,1488,3200,3868,3918,28,58,96,116,154,378,528,580,14.2194,32.9778,49.516,55.5012,11.8336,9.402666667,27.47413333,22.99066667,64,104,149.3333333,114.6666667,1,1,2.666666667,2.666666667,1,3.666666667,5.333333333,7.333333333,0.5329,0.6789,1.46,1.4016,28.09,81.62,117.3066667,147.7058943,0,0.706666667,1.186666667,2.49,0,-5,2.666666667,7,0,0,0,0,0,-2.666666667,-2.666666667,-4.666666667,0,-0.2,-0.053333333,0.026666667,0,-10.1,-8,-13.73570333,9.243866667,22.68046667,25.1804,26.7252,123,249.3333333,167,155.6666667,1,2.666666667,3,3.666666667,8.666666667,16.33333333,19.66666667,23.66666667,0.711933333,1.8221,1.736233333,1.907433333,153.07,278.9866667,279.5742047,340.6003653,0,-0.37,1.086666667,1.753333333,0,9,10.33333333,22.66666667,0,0,0,0,0,3,0.666666667,2.666666667,0,0.27,0.26,0.813333333,0,10.2,0.464296667,10.65718667,TIQHAD_clean.cif,
1086,TIQHEH_clean,TIQHEH,10.1021/cm070930i,1,3.44222,4.93102,4.63541,0,0.0427619,0.042761917,0,0,0,126.501,0.068,0.068,0,1860.31,237.4549,370.0656,1417.0082,1513.2856,4736,10220,16818,20886,26,68,152,206,244,800,1366,1560,22.98095,68.4508,129.5124,172.3606,0.9142,20.6288,13.14828571,54.24531429,707.2857143,1103.428571,1368.571429,2239.714286,1,6.285714286,6.857142857,18,40,100.5714286,198.8571429,270.8571429,2.462485714,7.451028571,12.82142857,21.0298,0,-15.42285714,-6.931428571,-40.13428571,0,75.42857143,52,185.1428571,0,0,0,0,0,24,11.42857143,69.71428571,0,5.154285714,2.577142857,14.77714286,220.5298,421.0298,732.1012,826.7122,1488,3200,3868,3918,28,58,96,116,154,378,528,580,14.2194,32.9778,49.516,55.5012,11.8336,9.402666667,27.47413333,22.99066667,64,104,149.3333333,114.6666667,1,1,2.666666667,2.666666667,1,3.666666667,5.333333333,7.333333333,0.5329,0.6789,1.46,1.4016,28.09,81.62,117.3066667,147.7058943,0,0.706666667,1.186666667,2.49,0,-5,2.666666667,7,0,0,0,0,0,-2.666666667,-2.666666667,-4.666666667,0,-0.2,-0.053333333,0.026666667,0,-10.1,-8,-13.73570333,9.243866667,22.68046667,25.1804,26.7252,123,249.3333333,167,155.6666667,1,2.666666667,3,3.666666667,8.666666667,16.33333333,19.66666667,23.66666667,0.711933333,1.8221,1.736233333,1.907433333,153.07,278.9866667,279.5742047,340.6003653,0,-0.37,1.086666667,1.753333333,0,9,10.33333333,22.66666667,0,0,0,0,0,3,0.666666667,2.666666667,0,0.27,0.26,0.813333333,0,10.2,0.464296667,10.65718667,TIQHEH_clean.cif,
1087,TISJOW_clean,TISJOW,10.1021/cg401212s,1,2.66918,5.34187,5.33691,0,0.038704,0.038703883,0,0,0,277.858,0.0543,0.0543,0,5117.1,172.2408,341.6384,783.6164,1001.2096,2356,5748,8916,8628,20,46,86,122,136,382,594,612,13.3066,33.95,58.9668,75.4852,3.5344,34.8176,32.2984,66.3076,729,1161,1701,1998,1,5.5,7,12.5,30.5,72.5,132,168,1.5876,5.0841,7.4088,10.8927,0,-8.18,-4.02,-11.77,0,105.5,126,263.5,0,0,0,0,0,17.5,16,40.5,0,2.895,2.94,7.105,248.7965333,527.748,848.8910667,1005.651,1007.333333,2208,3134.666667,3164,38,80,128,158,208,514.6666667,725.3333333,783.3333333,15.86566667,38.3768,56.61546667,62.72913333,10.9696,11.016,23.86026667,16.50933333,59,60,109.6666667,80.33333333,1,1.333333333,2.666666667,2,2,6,8,6.666666667,0.542766667,0.759733333,1.295,1.034466667,36.98,95.67333333,127.015076,118.8442047,0,0.92,1.316666667,1.63,0,2,5.666666667,5,0,0,0,0,0,-2,-1.333333333,-2.666666667,0,-0.04,0.22,0.066666667,0,-6.6,-3.371406667,-8.335703333,10.9696,19.448,42.92586667,45.33866667,59,106,169.6666667,173.6666667,1,2.333333333,5.333333333,5.666666667,5.666666667,18.33333333,27.66666667,27.66666667,0.542766667,1.326966667,2.434333333,2.521566667,36.98,163.4733333,275.7386533,280.6561913,0,1.676666667,4.483333333,5.193333333,0,3.666666667,18.33333333,21.33333333,0,0,0,0,0,-2,1,0.666666667,0,-0.073333333,0.633333333,0.74,0,-11.9,-12.91422,-14.64992333,TISJOW_clean.cif,
